company,title,summary
"

    Futureheads Recruitment
",Technical Product Manager,"
Experience working with data scientists to build out B2C personalisation solutions / recommendation engines (or equivalent products)...."
"

    Gousto
",Data Scientist,"
Processing, cleansing and verifying the integrity of data. We have been working hard to set up a strong data culture at Gousto...."
"

    ACR Solutions Ltd.
",Data Scientist (Computer Vision Researcher),"
Data Scientist (Computer Vision Researcher) - London - c£65K-£85K plus benefits. You will be working within the existing data science team which has PhDs, data..."
"


        Gilead Sciences
","Associate Director, Health Economics and Outcomes Research, Medical Affairs EMEA","
The Medical Affairs department at Gilead Sciences is currently seeking a health economics and outcomes research (HEOR) scientist to use HEOR data to discover,..."
"

    Gilead
","Associate Director, Health Economics and Outcomes Research, Medical Affairs EMEA","
The Medical Affairs department at Gilead Sciences is currently seeking a health economics and outcomes research (HEOR) scientist to use HEOR data to discover,..."
"


        SAP
","Business Development Senior Specialist for Predictive Analytics, COE, EMEA Job","
8+ years of experience in as a Data Scientist in pre-sales, consulting or business development roles Experience in developing aligned business and IT roadmaps..."
"


        JPMorgan Chase
",Corporate - Risk - Quantitative Analyst – Model Validation – Rates – Executive Director - London,"
Corporate - Risk - Quantitative Analyst – Model Validation – Rates – Executive Director - London - 160082053 Job Description Corporate – Quantitative"
"

    Touch Surgery
",Machine Learning Engineer,"
A Masters or PhD in, Machine Learning, Data Analytics, Big Data or similar field. Working with structured and unstructured data, including databases (sql, nosql..."
"

    QuantumBlack
",Data Scientist,"
Work in a multi-disciplinary environment mixing highly skilled people in data science, data engineering and design...."
"

    Bettor Believe
","Senior Quantitative Analyst - £50,000+ (plus bonus)","
Extensive experience using R or Python for data analysis and model development. Reporting to the Head of Quantitative Analysis and working alongside the trading..."
"

    Judo
",Data Scientist,"
Based in Angel (central London), we are seeking a Data Scientist to join our team. Experience of building data models for anomally detection...."
"


        Mimecast
","Software Engineer (Big Data, Java, Analytics, Reporting, Machine Learning, Core Services)","
Spark and Spark Streaming/Other data processing and real-time analytics technologies. Previous proven experience as a Java developer with credible exposure to..."
"

    Mint Recruitment
",Principal C#.NET Software Engineer,"
Working closely with data scientists you will play a key role in developing exciting new products that focus on big data and predictive analytics and closely..."
"


        JPMorgan Chase
",CIB – Quantitative Research – FX Quantitative Analyst – Associate / VP – London,"
CIB – Quantitative Research – FX Quantitative Analyst – Associate / VP – London - 160066558 Job Description J.P. Morgan’s Corporate & Investment Bank is a"
"

    AXESS
",Associate Director Modelling Simulation Clinical Pharmacology,"
Interact actively with clinical, statistics and data management functions. PD Scientist, Senior Manager, Associate Director, Clinical Phamacology, Translational..."
"


        Huntress
","Linux Engineer - AWS, Scripting, Servers","
Understanding of data science. Hence, as the lead support engineer you will work with the data scientists to make sure that they have fast and secure IT systems..."
"


        The Pirbright Institute
",Grant Management Accountant,"
To meet regularly with Scientists to discuss their budget/actual spend. It will also include the management of the project accounting module providing relevant..."
"

    Quotacom Limited
",Senior Java Data Engineer,"
Senior Java Data Engineer. Working alongside talented Data Scientists, Engineers and Administrators you will have exposure to the latest technology, working..."
"

    Paramount Recruitment
",Senior Outcomes Research Scientist,"
Senior Outcomes Research Scientist – London. As an Outcomes Research Scientist you will be responsible for providing evidence about benefits, risks, and results..."
"


        JPMorgan Chase
","CIB – Risk - Quantitative Research, Long-Dated FX / Rates Hybrids Analyst – Associate / VP - London","
CIB – Risk - Quantitative Research, Long-Dated FX / Rates Hybrids Analyst – Associate / VP - London - 160016178 Job Description Job Summary: We are"
"

    Nicoll Curtin
","JAVA Developer - C, C++, Scala, Python - Machine Learning","
Are you interested in working with large scale distributed systems and data mining? JAVA Developer / JAVA Programmer - C, C++, Scala, Python - Machine Learning,..."
"

    Richard James Recruitment Limited
",Quantitative Risk Analyst,"
Quantitative Risk Analyst Our client is a trader of Commodity and Energy products including, Gas, Power, LNG and Oil etc. based in Central London. The"
"


        Evidera
",Research Scientist (Utility Studies Expert) - Outcomes Research - London or REMOTE,"
Familiarity with SAS or similar data analysis software. We are looking for a Research Scientist to work in our London office or remotely, with specific..."
"


        Just Eat
",Data Scientist,"
JUST EAT is hiring a new team of Data Scientists. As a Data Scientist you will partner closely with tech and product teams to develop features for our website..."
"

    TechNET IT Recruitment Ltd
",Artificial Intelligence Specialist – Statistical – Machine Learning – Graphs – Python – Java – R,"
You will be working with highly skilled data science, NLP, data, engineering and product teams to release great products across the company...."
"

    What Now Travel
",Data Scientist,"
We're looking for a data scientist to dig deep into our data to improve the experience of our application whilst working closely with the analytics and product..."
"

    Quiqup Ltd
",Data Scientist,"
An unconditional love for data and numbers. 2+ years of experience as a data analyst. As a member of our growing Data Science team, we’re looking for more brain..."
"

    InMotion
",Data Scientist,"
Data scientist in a Start-up. Solid grounding in software development, experience building data products and practical data analysis...."
"

    Xcede Digital
",Data Scientist - Unicorn start-up,"
If you are interested in this or other Data Scientist opportunities please contact Matthew Jones on matthew.jones @xcede.co.uk or +44(0)203 301 9931...."
"

    Xcede Digital
",Data Scientist / Data Analyst - start-up - London,"
They already have a talented Data Science team and are looking to add another Data Scientist to the team. If you are interested in this or other Data Scientist..."
"

    IQ TECH South
",Principal C#. NET Software Engineer,"
Working closely with data scientists you will play a key role in developing exciting new products that focus on big data and predictive analytics and closely..."
"

    Truedash
",Data Scientist,"
We are looking for proven data scientists to join our team. Use analytical techniques such as clustering and logistic regression for data modelling and live..."
"

    ComplyAdvantage
",MID-LEVEL MACHINE LEARNING / NATURAL LANGUAGE PROCESSING DEVELOPER,"
We’re a small but rapidly growing team of engineers, data scientists, linguists, researchers, and technology enthusiasts, passionate about using technology to..."
"

    Logical Glue
",Data Scientist,"
A big data scientist understands how to integrate multiple systems and data sets. However, to be successful data scientists should have at some idea of how and..."
"


        Pronto
",Data Scientist,"
Automate KPI reporting, highlighting trends and ensuring accurate data. We are striving to drive the cost of this experience down – to lower than supermarkets –..."
"

    Onfido
",Machine Learning Engineer (Intern),"
Onfido delivers next-generation background checks, helping the world’s most innovative businesses verify anyone, anywhere. Founded in 2012, we apply"
"

    LoopMe
",Junior Data Scientist,"
Basic data cleansing and preparation. You will work in a team of the highest calibre developers, machine-learning experts and data scientists to solve tough..."
"


        Evidera
",Research Scientist / Senior Research Scientist - Patient-Reported Outcomes - London OR Remote,"
Research Scientist / Senior Research Scientist – Outcomes Research - London. Assisting colleagues to optimise study design and implementation when scientist has..."
"

    Professional Construction Strategies Group (PCSG)
",Data Scientist / Analyst,"
The Data Scientist / Analyst will be responsible for helping our clients understand their data and realise their business objectives through:...."
"

    Memrise Ltd
",Data Scientist (Mobile App),"
You believe data has all the answers. You've extensive knowledge of data analysis techniques, languages, software, systems:...."
"

    BlueOptima
",Graduate Statistician,"
Data Quality checks / Deep Dives. Linking data sets to generate reports. Developing new applications / uses for the existing data...."
"


        Goldman Sachs
","Securities, Equities, Prime Services, Quantitative Desk Strategist, Analyst/Associate, London","
Data scientist basic Qualifications:. Apart from being tightly integrated in the global Prime Services team, the data scientist will work closely with other..."
"


        Partnerships In Care
",Clinical Psychologist,"
Doctoral level knowledge of research methodology, research design and data analysis as practised within the clinical fields of psychology (essential)...."
"

    Nigel Frank International Limited
",Cloud Solutions Engineer,"
The successful candidate will play a critical role and work close with the product development teams, data scientists, app developers, and the management...."
"

    Skills Alliance
",Safety Evaluation and Risk Management (SERM) Scientist,"
As a Safety Evaluation and Risk Management (SERM) Scientist your responsibilities will include:. We are currently supporting a medium Pharmaceutical company who..."
"

    Premier Group IT Recruitment
",Devops Engineer,"
You will be working with our data scientists, developers and natural language processing specialists to integrate and deploy our containerized microservices,..."
"

    Berkeley Square IT
",Machine Learning Specialist,"
Your role will be to work alongside a team of passionate data scientists, developers, UX designers and DevOps specialists to develop and release great products...."
"

    CK Clinical
",Regulatory Documentation Scientist,"
Resolving issues, errors, or inconsistencies in data with contributors as appropriate. Reviewing documents for organization/clarity/grammar/scientific standards..."
"

    United BioSource Corporation.
",UBC - ARGUS Safety Manager,"
Support Safety Data ManagersRequirements:. Minimum of a bachelor’s Degree and/or 8 years Safety Data experience (ARGUS or ARISg)Fluent in English;..."
"

    CK Science
",Neuronal Cell-Based Assay Scientist,"
Analyse high-content imaging and functional experimental data sets. Jason Johal is currently recruiting for Neuronal Cell-Based Assay Scientist to join a..."
"

    Import.io
",UX Designer,"
NOBODY KNOWS DATA LIKE WE DO:. What if you could schedule regular data exports? Billions of data points pass through our platform every day...."
"

    DNA Electronics Ltd
","Senior Signal Processing Engineer Working in the Electronic Engineering (EE) Department, you will join a highly dedicated team responsible for the delivery of electronic systems in a medical device for detecting DNA sequences. These systems include boar","
Processing, data analysis, control theory, optimisation, pattern. Our scientists and engineers thrive on working within interdisciplinary teams...."
"


        Reading
",Machine Learning Manager - Financial Services - London,"
To be considered you will be a Lead Data Scientist / Data Science Team Lead and have the ability to motivate and inspire the Data Science Team to get the best..."
"

    Clearcube Consulting Limited
",Data Engineer - Central London,"
Working within a Data Driven team of other engineers and scientists. Data Engineer - Central London. You will have the opportunity to work alongside Data..."
"

    CK Science
","Senior Scientist, Animal Sports Research","
An ability to critically analyse data and make informed decisions about project progression. Capable of producing high quality written reports and of being able..."
"

    Opus Recruitment Solutions
",Android Developer,"
You'll be joining a team of Data Scientists, Neuroscientists, Product Designers and expert Software Engineers - do you think this is the environment for you?..."
"

    Datasource Computer Employment Limited
",Big Data Engineer - DV Cleared - Java/Hadoop/Cloudera/Python,"
Knowledge of the big data market and technologies available and an understanding of key aspects of big data architectures...."
"


        Evidera
",Research Scientist /Principal Health Economist - Modeling & Simulation - London,"
We are looking for a Senior Scientist for our Modeling and Simulation team in our London office. Our research and consulting services are driven by world-class..."
"

    CK Science
",Molecular Biology Validation Scientist,"
Provide independent data based scientific approval of:. For more information or to apply for this Molecular Biology Validation Scientist position please contact..."
"

    Logikk Ltd
",Data Engineer ( Teradata Analyst / Developer ),"
Running queries in SQL against data sets, data warehouse, our evolving data lake to generate meaningful insight...."
"


        Bank Of America
","Up to Vice President, Quantitative Analyst, Global Quantitative Strategies Group","
Looking into alternative approaches (models, data, segmentation of the revenue, etc.). Working on the model development of revenue forecasting for GBAM in the..."
"

    ComplyAdvantage
",JUNIOR MACHINE LEARNING / NATURAL LANGUAGE PROCESSING DEVELOPER,"
We’re a small but rapidly growing team of engineers, data scientists, linguists, researchers, and technology enthusiasts, passionate about using technology to..."
"

    ComplyAdvantage
",SENIOR MACHINE LEARNING / NATURAL LANGUAGE PROCESSING DEVELOPER,"
We’re a small but rapidly growing team of engineers, data scientists, linguists, researchers, and technology enthusiasts, passionate about using technology to..."
"

    AS Watson Group
",Senior Data Scientist X 2,"
The candidate’s objective is to translate the delivery of our global Group Customer Strategy to regional programs in the European business units (“BUs”) using..."
"

    Emerald Group
",Cricket Data Scientist,"
Experience in presenting data. Experience conducting data analysis ideally in a commercial environment. The candidate should have experience in solving real..."
"


        Decision Resources Group
",Statistician,"
Statistician / STATA / statistical / real world data / NMA. Clients rely on this analysis and data to make informed, knowledgeable decisions...."
"

    Onfido
",Machine Learning/ Computer Vision Engineer,"
Develop highly scalable classifiers and tools leveraging machine learning, data regression, and rules based models...."
"


        Stratagem Technologies Ltd
",Machine Learning Research-Sports Analytics and Predictions,"
We are seeking talented and motivated data scientists with a background or experience in machine learning. 2+ years experience in working with large data sets..."
"

    Inspired Selection
",Data Scientist – Journals,"
We are looking for a Data whizz to join our client in a brand new role known as a Data Scientist. Can you turn data into knowledge?..."
"

    Bettor Believe
","Data Scientist, Sports, London (£45-65K)","
Experience conducting data analysis on big data and big data technologies. Commercial data science experience...."
"

    PHASTAR
",Principal Statistician,"
Our approach ensures high quality consulting and data analysis. PHASTAR have a unique approach to statistical consulting and data analysis that you will be..."
"

    Gousto
",Data Scientist,"
Processing, cleansing and verifying the integrity of data. We have been working hard to set up a strong data culture at Gousto...."
"

    ACR Solutions Ltd.
",Data Scientist (Computer Vision Researcher),"
Data Scientist (Computer Vision Researcher) - London - c£65K-£85K plus benefits. You will be working within the existing data science team which has PhDs, data..."
"


        Gilead Sciences
","Associate Director, Health Economics and Outcomes Research, Medical Affairs EMEA","
The Medical Affairs department at Gilead Sciences is currently seeking a health economics and outcomes research (HEOR) scientist to use HEOR data to discover,..."
"

    Gilead
","Associate Director, Health Economics and Outcomes Research, Medical Affairs EMEA","
The Medical Affairs department at Gilead Sciences is currently seeking a health economics and outcomes research (HEOR) scientist to use HEOR data to discover,..."
"


        SAP
","Business Development Senior Specialist for Predictive Analytics, COE, EMEA Job","
8+ years of experience in as a Data Scientist in pre-sales, consulting or business development roles Experience in developing aligned business and IT roadmaps..."
"


        JPMorgan Chase
",Corporate - Risk - Quantitative Analyst – Model Validation – Rates – Executive Director - London,"
Corporate - Risk - Quantitative Analyst – Model Validation – Rates – Executive Director - London - 160082053 Job Description Corporate – Quantitative"
"

    Touch Surgery
",Machine Learning Engineer,"
A Masters or PhD in, Machine Learning, Data Analytics, Big Data or similar field. Working with structured and unstructured data, including databases (sql, nosql..."
"

    QuantumBlack
",Data Scientist,"
Work in a multi-disciplinary environment mixing highly skilled people in data science, data engineering and design...."
"

    Bettor Believe
","Senior Quantitative Analyst - £50,000+ (plus bonus)","
Extensive experience using R or Python for data analysis and model development. Reporting to the Head of Quantitative Analysis and working alongside the trading..."
"

    Judo
",Data Scientist,"
Based in Angel (central London), we are seeking a Data Scientist to join our team. Experience of building data models for anomally detection...."
"

    Big Cloud
",Data Scientist,"
This exciting global company, at the heart of Big Data & Analytics, is currently seeking to recruit a Data Scientist, to build cutting edge Machine Learning..."
"

    Xcede Digital
",Data Scientist - Gaming - London,"
Xcede’s Data Science team are working with one of the world’s largest gaming companies, specifically their in-game analytics team, to help them find a senior..."
"

    Alexander Ash Ltd
",Data Scientist - Analytics and Insights,"
Data Scientist - Assurance Analytics and Insights - Big 4 Consulting. They require a number of candidates with an interest in data management and data analysis...."
"

    Elliptic
",Data Scientist,"
Collaborate with other data scientists and engineers to enhance and develop our data science toolkit. Passion for exploration, experimentation and building with..."
"

    Telfer Partners Ltd
",Data Scientist – Journals,"
Extracting meaning from data. An academic publisher with one of the most successful track records for growth over the last ten years is looking to recruit a..."
"

Data Reply UK
",Big Data Engineer,"
Managing a data processing pipeline 'end to end', i.e. from data ingestion to live data product. This means working alongside our Data Scientists to implement..."
"

    Xcede
",Data Scientist - Management Consultancy,"
They are looking for 3 Data Scientists to join the team who would be working on some cutting edge projects across Europe...."
"

    MarketInvoice
",Python Developer,"
You'll be joining the newly created Data Insights team at MarketInvoice; You'll take ownership of our data infrastructure as our lead engineer...."
"

    Bettor Believe
","Quantitative Analyst - Statistical Focus, £60K+","
Typical projects range from sourcing data, modelling sporting outcomes, researching betting market dynamics through data analysis or split-testing, or..."
"

    ThisWay
",Machine Learning Algorithm Developer Engineer,"
And you will have the ability to help build our algorithm and data sciences team. We are looking for a brilliant mind to join our team, working on solving very..."
"


        Deliveroo
",Junior BI Analyst,"
Triage urgent business needs and solve quick wins by extracting data intelligently from our data warehouse. Which is on the job, solving big hairy problems with..."
"

    Xcede Digital
",Lead Data Scientist - E-commerce,"
Having hired three experienced talented Data Scientists they are now looking for a Lead Data Scientist to guide and help build out the team, whilst working..."
"

    Latis Scientific Ltd
",Scientific Officer,"
Undertake data entry using a Laboratory Information Management System. Implementing all aspects of the Quality Management System and associated documentation..."
"


        Reflection
",Data Scientist,"
Reflection is looking for a talented Data Scientist to join our growing team in the heart of Soho, London...."
"

    InterQuest Group
",Optimisation/Data Scientist,"
Optimisation/Data scientist London £50-60k Key words: SAS, SQL, Forecasting, Python, R, Statistical models, Customer behaviour, Insight, Stakeholder"
"

    Xcede Digital
",Data Scientist - Surrey,"
They are looking to add a Data Scientist to one of the main divisions in their Surrey office. If you are interested in this or other Data Scientist..."
"

    Xcede Digital
",Data Scientist - Start-up,"
This Data Scientist will need to come from a strong statistical background as they will be working with the Senior Data Scientist to help design and test the..."
"


        Globant
",Data Scientist,"
As a Big Data Scientist, you will be working with the latest Big Data Technoloties. Predictive Data Analytics. Relies on low-level data to provide visibility to..."
"

    Saragossa
",Deep Learning/Machine Learning Engineers,"
The Data Science team at Saragossa are currently seeing an explosion of activity within the ""Deep Learning"" world...."
"

    Xcede Digital
","Senior Data Scientist - graph, NLP, social media","
The Lead Data Scientist will have one experienced Data Scientist reporting to them from day one. They have seen rapid growth over the last 18 months and are..."
"

    Richard James Recruitment Limited
",Quantitative Risk Analyst,"
Quantitative Risk Analyst Our client is a trader of Commodity and Energy products including, Gas, Power, LNG and Oil etc. based in Central London. The"
"


        Evidera
",Research Scientist (Utility Studies Expert) - Outcomes Research - London or REMOTE,"
Familiarity with SAS or similar data analysis software. We are looking for a Research Scientist to work in our London office or remotely, with specific..."
"


        Just Eat
",Data Scientist,"
JUST EAT is hiring a new team of Data Scientists. As a Data Scientist you will partner closely with tech and product teams to develop features for our website..."
"

    TechNET IT Recruitment Ltd
",Artificial Intelligence Specialist – Statistical – Machine Learning – Graphs – Python – Java – R,"
You will be working with highly skilled data science, NLP, data, engineering and product teams to release great products across the company...."
"

    What Now Travel
",Data Scientist,"
We're looking for a data scientist to dig deep into our data to improve the experience of our application whilst working closely with the analytics and product..."
"

    Quiqup Ltd
",Data Scientist,"
An unconditional love for data and numbers. 2+ years of experience as a data analyst. As a member of our growing Data Science team, we’re looking for more brain..."
"

    InMotion
",Data Scientist,"
Data scientist in a Start-up. Solid grounding in software development, experience building data products and practical data analysis...."
"

    Xcede Digital
",Data Scientist - Unicorn start-up,"
If you are interested in this or other Data Scientist opportunities please contact Matthew Jones on matthew.jones @xcede.co.uk or +44(0)203 301 9931...."
"

    Xcede Digital
",Data Scientist / Data Analyst - start-up - London,"
They already have a talented Data Science team and are looking to add another Data Scientist to the team. If you are interested in this or other Data Scientist..."
"

    IQ TECH South
",Principal C#. NET Software Engineer,"
Working closely with data scientists you will play a key role in developing exciting new products that focus on big data and predictive analytics and closely..."
"

    Truedash
",Data Scientist,"
We are looking for proven data scientists to join our team. Use analytical techniques such as clustering and logistic regression for data modelling and live..."
"

    ComplyAdvantage
",MID-LEVEL MACHINE LEARNING / NATURAL LANGUAGE PROCESSING DEVELOPER,"
We’re a small but rapidly growing team of engineers, data scientists, linguists, researchers, and technology enthusiasts, passionate about using technology to..."
"

    Logical Glue
",Data Scientist,"
A big data scientist understands how to integrate multiple systems and data sets. However, to be successful data scientists should have at some idea of how and..."
"


        Pronto
",Data Scientist,"
Automate KPI reporting, highlighting trends and ensuring accurate data. We are striving to drive the cost of this experience down – to lower than supermarkets –..."
"

    Onfido
",Machine Learning Engineer (Intern),"
Onfido delivers next-generation background checks, helping the world’s most innovative businesses verify anyone, anywhere. Founded in 2012, we apply"
"

    LoopMe
",Junior Data Scientist,"
Basic data cleansing and preparation. You will work in a team of the highest calibre developers, machine-learning experts and data scientists to solve tough..."
"


        Evidera
",Research Scientist / Senior Research Scientist - Patient-Reported Outcomes - London OR Remote,"
Research Scientist / Senior Research Scientist – Outcomes Research - London. Assisting colleagues to optimise study design and implementation when scientist has..."
"

    Professional Construction Strategies Group (PCSG)
",Data Scientist / Analyst,"
The Data Scientist / Analyst will be responsible for helping our clients understand their data and realise their business objectives through:...."
"

    Memrise Ltd
",Data Scientist (Mobile App),"
You believe data has all the answers. You've extensive knowledge of data analysis techniques, languages, software, systems:...."
"

    BlueOptima
",Graduate Statistician,"
Data Quality checks / Deep Dives. Linking data sets to generate reports. Developing new applications / uses for the existing data...."
"


        Deliveroo
",Junior BI Analyst,"
Triage urgent business needs and solve quick wins by extracting data intelligently from our data warehouse. Which is on the job, solving big hairy problems with..."
"

    Xcede Digital
",Lead Data Scientist - E-commerce,"
Having hired three experienced talented Data Scientists they are now looking for a Lead Data Scientist to guide and help build out the team, whilst working..."
"

    Latis Scientific Ltd
",Scientific Officer,"
Undertake data entry using a Laboratory Information Management System. Implementing all aspects of the Quality Management System and associated documentation..."
"


        Reflection
",Data Scientist,"
Reflection is looking for a talented Data Scientist to join our growing team in the heart of Soho, London...."
"

    InterQuest Group
",Optimisation/Data Scientist,"
Optimisation/Data scientist London £50-60k Key words: SAS, SQL, Forecasting, Python, R, Statistical models, Customer behaviour, Insight, Stakeholder"
"

    Xcede Digital
",Data Scientist - Surrey,"
They are looking to add a Data Scientist to one of the main divisions in their Surrey office. If you are interested in this or other Data Scientist..."
"

    Xcede Digital
",Data Scientist - Start-up,"
This Data Scientist will need to come from a strong statistical background as they will be working with the Senior Data Scientist to help design and test the..."
"


        Globant
",Data Scientist,"
As a Big Data Scientist, you will be working with the latest Big Data Technoloties. Predictive Data Analytics. Relies on low-level data to provide visibility to..."
"

    Saragossa
",Deep Learning/Machine Learning Engineers,"
The Data Science team at Saragossa are currently seeing an explosion of activity within the ""Deep Learning"" world...."
"

    Xcede Digital
","Senior Data Scientist - graph, NLP, social media","
The Lead Data Scientist will have one experienced Data Scientist reporting to them from day one. They have seen rapid growth over the last 18 months and are..."
"

    Resources Group
",Data Scientist - London,"
A global name in Market Research has an opportunity for a Data Scientist to join their Advanced Analytics team...."
"

    Xcede Digital
",Data Scientist - Social networking,"
They are looking for a Senior Data Scientist to join their talented Analytics team, reporting to the Head of Data Science...."
"

    Xcede Digital
",Data Scientist - Insurance,"
Xcede’s Data Science recruitment team are working with a leading insurance company who have a large, talented Data Science team across the US and Europe of over..."
"

    Saragossa
",Machine Learning Software Engineer,"
We are currently working with a technology driven financial company who are looking to grow their Machine Learning team. It's a team with lots of ideas that"
"

    Parallel Consulting: GB
",Data Science Manager,"
An exciting opportunity for an accomplished data scientist to join a well-established and ambitious team within a leading UK business...."
"

    Xcede Digital
",Data Scientist - Consulting,"
They are looking for 3 Data Scientists to join the team who would be working on some cutting edge projects across Europe...."
"

    Xcede Digital
",Data Scientist - Publishing,"
They already have a talented Data Science team and are looking to add an experienced Data Scientist to their team. Good background in data visualisation...."
"

    ComplyAdvantage
",Senior Python Developer,"
We’re a rapidly growing team of engineers, data scientists, linguists, researchers, and technology enthusiasts, passionate about using technology to reduce..."
"

    QuantumBlack
",Principal Data Scientist,"
Lead teams of Data Scientists, Analytic Engineers, and Data Engineers on real-world challenging Data Science projects...."
"

    Xcede Digital
",Data Scientist - Economics,"
Xcede’s Data Science team are working exclusively with one of the UK’s leading economic consultancies who are looking for a Data Scientist to join and be..."
"


        Mimecast
","Software Engineer (Big Data, Java, Analytics, Reporting, Machine Learning, Core Services)","
Spark and Spark Streaming/Other data processing and real-time analytics technologies. Previous proven experience as a Java developer with credible exposure to..."
"

    Mint Recruitment
",Principal C#.NET Software Engineer,"
Working closely with data scientists you will play a key role in developing exciting new products that focus on big data and predictive analytics and closely..."
"


        JPMorgan Chase
",CIB – Quantitative Research – FX Quantitative Analyst – Associate / VP – London,"
CIB – Quantitative Research – FX Quantitative Analyst – Associate / VP – London - 160066558 Job Description J.P. Morgan’s Corporate & Investment Bank is a"
"

    AXESS
",Associate Director Modelling Simulation Clinical Pharmacology,"
Interact actively with clinical, statistics and data management functions. PD Scientist, Senior Manager, Associate Director, Clinical Phamacology, Translational..."
"


        Huntress
","Linux Engineer - AWS, Scripting, Servers","
Understanding of data science. Hence, as the lead support engineer you will work with the data scientists to make sure that they have fast and secure IT systems..."
"


        The Pirbright Institute
",Grant Management Accountant,"
To meet regularly with Scientists to discuss their budget/actual spend. It will also include the management of the project accounting module providing relevant..."
"

    Quotacom Limited
",Senior Java Data Engineer,"
Senior Java Data Engineer. Working alongside talented Data Scientists, Engineers and Administrators you will have exposure to the latest technology, working..."
"

    Paramount Recruitment
",Senior Outcomes Research Scientist,"
Senior Outcomes Research Scientist – London. As an Outcomes Research Scientist you will be responsible for providing evidence about benefits, risks, and results..."
"


        JPMorgan Chase
","CIB – Risk - Quantitative Research, Long-Dated FX / Rates Hybrids Analyst – Associate / VP - London","
CIB – Risk - Quantitative Research, Long-Dated FX / Rates Hybrids Analyst – Associate / VP - London - 160016178 Job Description Job Summary: We are"
"

    Nicoll Curtin
","JAVA Developer - C, C++, Scala, Python - Machine Learning","
Are you interested in working with large scale distributed systems and data mining? JAVA Developer / JAVA Programmer - C, C++, Scala, Python - Machine Learning,..."
"

    ComplyAdvantage
",JUNIOR MACHINE LEARNING / NATURAL LANGUAGE PROCESSING DEVELOPER,"
We’re a small but rapidly growing team of engineers, data scientists, linguists, researchers, and technology enthusiasts, passionate about using technology to..."
"

    ComplyAdvantage
",SENIOR MACHINE LEARNING / NATURAL LANGUAGE PROCESSING DEVELOPER,"
We’re a small but rapidly growing team of engineers, data scientists, linguists, researchers, and technology enthusiasts, passionate about using technology to..."
"

    AS Watson Group
",Senior Data Scientist X 2,"
The candidate’s objective is to translate the delivery of our global Group Customer Strategy to regional programs in the European business units (“BUs”) using..."
"

    Emerald Group
",Cricket Data Scientist,"
Experience in presenting data. Experience conducting data analysis ideally in a commercial environment. The candidate should have experience in solving real..."
"


        Decision Resources Group
",Statistician,"
Statistician / STATA / statistical / real world data / NMA. Clients rely on this analysis and data to make informed, knowledgeable decisions...."
"

    Onfido
",Machine Learning/ Computer Vision Engineer,"
Develop highly scalable classifiers and tools leveraging machine learning, data regression, and rules based models...."
"


        Stratagem Technologies Ltd
",Machine Learning Research-Sports Analytics and Predictions,"
We are seeking talented and motivated data scientists with a background or experience in machine learning. 2+ years experience in working with large data sets..."
"

    Inspired Selection
",Data Scientist – Journals,"
We are looking for a Data whizz to join our client in a brand new role known as a Data Scientist. Can you turn data into knowledge?..."
"

    Bettor Believe
","Data Scientist, Sports, London (£45-65K)","
Experience conducting data analysis on big data and big data technologies. Commercial data science experience...."
"

    PHASTAR
",Principal Statistician,"
Our approach ensures high quality consulting and data analysis. PHASTAR have a unique approach to statistical consulting and data analysis that you will be..."
"

    Resources Group
",Data Scientist - London,"
A global name in Market Research has an opportunity for a Data Scientist to join their Advanced Analytics team...."
"

    Xcede Digital
",Data Scientist - Social networking,"
They are looking for a Senior Data Scientist to join their talented Analytics team, reporting to the Head of Data Science...."
"

    Xcede Digital
",Data Scientist - Insurance,"
Xcede’s Data Science recruitment team are working with a leading insurance company who have a large, talented Data Science team across the US and Europe of over..."
"

    Saragossa
",Machine Learning Software Engineer,"
We are currently working with a technology driven financial company who are looking to grow their Machine Learning team. It's a team with lots of ideas that"
"

    Parallel Consulting: GB
",Data Science Manager,"
An exciting opportunity for an accomplished data scientist to join a well-established and ambitious team within a leading UK business...."
"

    Xcede Digital
",Data Scientist - Consulting,"
They are looking for 3 Data Scientists to join the team who would be working on some cutting edge projects across Europe...."
"

    Xcede Digital
",Data Scientist - Publishing,"
They already have a talented Data Science team and are looking to add an experienced Data Scientist to their team. Good background in data visualisation...."
"

    ComplyAdvantage
",Senior Python Developer,"
We’re a rapidly growing team of engineers, data scientists, linguists, researchers, and technology enthusiasts, passionate about using technology to reduce..."
"

    QuantumBlack
",Principal Data Scientist,"
Lead teams of Data Scientists, Analytic Engineers, and Data Engineers on real-world challenging Data Science projects...."
"

    Xcede Digital
",Data Scientist - Economics,"
Xcede’s Data Science team are working exclusively with one of the UK’s leading economic consultancies who are looking for a Data Scientist to join and be..."
"

    Informatiq Consulting
",Data Scientist - IT Consultancy,"
The work of the Data Scientist involves developing big data analytics to detect cyber security attacks both in real time as well as in batches...."
"

    Xcede Digital
",Data Scientist - Bristol - NLP,"
If you are interested in this or other Data Scientist opportunities please contact Matthew Jones on matthew.jones @xcede.co.uk or +44(0)203 301 9931...."
"

    GoCardless
",Data Engineer,"
Experience designing data warehouses and assembling data pipelines. You'll be managing a team of two Data Scientists, and be an influential member of the..."
"

    Guevara
",Informatician & Statistical Analyst,"
An ability to interact seamlessly in a team environment with other engineers, data scientists and commercial/ops experts...."
